station,time,delay,platform,vehicle,destination,train_type,route
51,Essen,"{'@id': 'http://irail.be/stations/NMBS/008821402', 'id': 'BE.NMBS.008821402', 'name': 'Essen', 'locationX': '4.451314', 'locationY': '51.462767', 'standardname': 'Essen'}",1767707700,0,0,0,0,BE.NMBS.IC2013,"{'name': 'BE.NMBS.IC2013', 'shortname': 'IC 2013', 'number': '2013', 'type': 'IC', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/IC2013'}",5,"{'name': '5', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8813003/20260106/IC2013
52,Brussels Airport - Zaventem,"{'@id': 'http://irail.be/stations/NMBS/008819406', 'id': 'BE.NMBS.008819406', 'name': 'Brussels Airport - Zaventem', 'locationX': '4.482076', 'locationY': '50.896456', 'standardname': 'Brussels Airport - Zaventem'}",1767707760,0,0,0,0,BE.NMBS.IC1913,"{'name': 'BE.NMBS.IC1913', 'shortname': 'IC 1913', 'number': '1913', 'type': 'IC', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/IC1913'}",3,"{'name': '3', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8813003/20260106/IC1913
53,Braine-le-Comte,"{'@id': 'http://irail.be/stations/NMBS/008883006', 'id': 'BE.NMBS.008883006', 'name': 'Braine-le-Comte', 'locationX': '4.137662', 'locationY': '50.605079', 'standardname': 'Braine-le-Comte'}",1767707760,0,0,0,0,BE.NMBS.S23785,"{'name': 'BE.NMBS.S23785', 'shortname': 'S2 3785', 'number': '3785', 'type': 'S2', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/S23785'}",4,"{'name': '4', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8813003/20260106/S23785
0,Puurs,"{'@id': 'http://irail.be/stations/NMBS/008822715', 'id': 'BE.NMBS.008822715', 'name': 'Puurs', 'locationX': '4.282703', 'locationY': '51.07722', 'standardname': 'Puurs'}",1767703380,2220,0,0,0,BE.NMBS.S322384,"{'name': 'BE.NMBS.S322384', 'shortname': 'S32 2384', 'number': '2384', 'type': 'S32', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/S322384'}",23,"{'name': '23', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/S322384
1,Leuven,"{'@id': 'http://irail.be/stations/NMBS/008833001', 'id': 'BE.NMBS.008833001', 'name': 'Leuven', 'locationX': '4.715866', 'locationY': '50.88228', 'standardname': 'Leuven'}",1767704280,0,0,0,0,BE.NMBS.L2863,"{'name': 'BE.NMBS.L2863', 'shortname': 'L 2863', 'number': '2863', 'type': 'L', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/L2863'}",12,"{'name': '12', 'normal': '0'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/L2863
2,Noorderkempen (brecht),"{'@id': 'http://irail.be/stations/NMBS/008821105', 'id': 'BE.NMBS.008821105', 'name': 'Noorderkempen (brecht)', 'locationX': '4.632204', 'locationY': '51.356838', 'standardname': 'Noorderkempen'}",1767704580,0,0,0,0,BE.NMBS.S356784,"{'name': 'BE.NMBS.S356784', 'shortname': 'S35 6784', 'number': '6784', 'type': 'S35', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/S356784'}",23,"{'name': '23', 'normal': '0'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/S356784
3,Brussels-South/Brussels-Midi,"{'@id': 'http://irail.be/stations/NMBS/008814001', 'id': 'BE.NMBS.008814001', 'name': 'Brussels-South/Brussels-Midi', 'locationX': '4.336531', 'locationY': '50.835707', 'standardname': 'Brussel-Zuid/Bruxelles-Midi'}",1767704700,0,0,0,0,BE.NMBS.IC3135,"{'name': 'BE.NMBS.IC3135', 'shortname': 'IC 3135', 'number': '3135', 'type': 'IC', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/IC3135'}",24,"{'name': '24', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/IC3135
4,Nivelles,"{'@id': 'http://irail.be/stations/NMBS/008814209', 'id': 'BE.NMBS.008814209', 'name': 'Nivelles', 'locationX': '4.335065', 'locationY': '50.599641', 'standardname': 'Nivelles'}",1767704700,0,0,0,0,BE.NMBS.S11986,"{'name': 'BE.NMBS.S11986', 'shortname': 'S1 1986', 'number': '1986', 'type': 'S1', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/S11986'}",13,"{'name': '13', 'normal': '0'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/S11986
5,Ostend,"{'@id': 'http://irail.be/stations/NMBS/008891702', 'id': 'BE.NMBS.008891702', 'name': 'Ostend', 'locationX': '2.925809', 'locationY': '51.228212', 'standardname': 'Oostende'}",1767704760,0,0,0,0,BE.NMBS.IC1835,"{'name': 'BE.NMBS.IC1835', 'shortname': 'IC 1835', 'number': '1835', 'type': 'IC', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/IC1835'}",2,"{'name': '2', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/IC1835
6,Hamont,"{'@id': 'http://irail.be/stations/NMBS/008832664', 'id': 'BE.NMBS.008832664', 'name': 'Hamont', 'locationX': '5.543279', 'locationY': '51.246424', 'standardname': 'Hamont'}",1767704940,0,0,0,0,BE.NMBS.IC4314,"{'name': 'BE.NMBS.IC4314', 'shortname': 'IC 4314', 'number': '4314', 'type': 'IC', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/IC4314'}",1,"{'name': '1', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/IC4314
7,Puurs,"{'@id': 'http://irail.be/stations/NMBS/008822715', 'id': 'BE.NMBS.008822715', 'name': 'Puurs', 'locationX': '4.282703', 'locationY': '51.07722', 'standardname': 'Puurs'}",1767705180,120,0,0,0,BE.NMBS.S322584,"{'name': 'BE.NMBS.S322584', 'shortname': 'S32 2584', 'number': '2584', 'type': 'S32', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/S322584'}",23,"{'name': '23', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/S322584
8,Hasselt,"{'@id': 'http://irail.be/stations/NMBS/008831005', 'id': 'BE.NMBS.008831005', 'name': 'Hasselt', 'locationX': '5.327627', 'locationY': '50.930822', 'standardname': 'Hasselt'}",1767705420,0,0,0,0,BE.NMBS.IC4914,"{'name': 'BE.NMBS.IC4914', 'shortname': 'IC 4914', 'number': '4914', 'type': 'IC', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/IC4914'}",14,"{'name': '14', 'normal': '0'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/IC4914
9,Brussels-South/Brussels-Midi,"{'@id': 'http://irail.be/stations/NMBS/008814001', 'id': 'BE.NMBS.008814001', 'name': 'Brussels-South/Brussels-Midi', 'locationX': '4.336531', 'locationY': '50.835707', 'standardname': 'Brussel-Zuid/Bruxelles-Midi'}",1767705540,0,0,0,0,BE.NMBS.EC9236,"{'name': 'BE.NMBS.EC9236', 'shortname': 'EC 9236', 'number': '9236', 'type': 'EC', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/EC9236'}",24,"{'name': '24', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/EC9236
10,Essen,"{'@id': 'http://irail.be/stations/NMBS/008821402', 'id': 'BE.NMBS.008821402', 'name': 'Essen', 'locationX': '4.451314', 'locationY': '51.462767', 'standardname': 'Essen'}",1767705600,0,0,0,0,BE.NMBS.S322363,"{'name': 'BE.NMBS.S322363', 'shortname': 'S32 2363', 'number': '2363', 'type': 'S32', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/S322363'}",22,"{'name': '22', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/S322363
11,Mol,"{'@id': 'http://irail.be/stations/NMBS/008832409', 'id': 'BE.NMBS.008832409', 'name': 'Mol', 'locationX': '5.116336', 'locationY': '51.19105', 'standardname': 'Mol'}",1767705840,0,0,0,0,BE.NMBS.S332964,"{'name': 'BE.NMBS.S332964', 'shortname': 'S33 2964', 'number': '2964', 'type': 'S33', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/S332964'}",6,"{'name': '6', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/S332964
12,Charleroi-Central,"{'@id': 'http://irail.be/stations/NMBS/008872009', 'id': 'BE.NMBS.008872009', 'name': 'Charleroi-Central', 'locationX': '4.438567', 'locationY': '50.40471', 'standardname': 'Charleroi-Central'}",1767705900,0,0,0,0,BE.NMBS.IC2036,"{'name': 'BE.NMBS.IC2036', 'shortname': 'IC 2036', 'number': '2036', 'type': 'IC', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/IC2036'}",23,"{'name': '23', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/IC2036
13,Leuven,"{'@id': 'http://irail.be/stations/NMBS/008833001', 'id': 'BE.NMBS.008833001', 'name': 'Leuven', 'locationX': '4.715866', 'locationY': '50.88228', 'standardname': 'Leuven'}",1767706200,0,0,0,0,BE.NMBS.IC2914,"{'name': 'BE.NMBS.IC2914', 'shortname': 'IC 2914', 'number': '2914', 'type': 'IC', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/IC2914'}",11,"{'name': '11', 'normal': '0'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/IC2914
14,Amsterdam CS,"{'@id': 'http://irail.be/stations/NMBS/008400058', 'id': 'BE.NMBS.008400058', 'name': 'Amsterdam CS', 'locationX': '4.900632', 'locationY': '52.37908', 'standardname': 'Amsterdam CS'}",1767706200,300,0,0,0,BE.NMBS.EUR9339,"{'name': 'BE.NMBS.EUR9339', 'shortname': 'EUR 9339', 'number': '9339', 'type': 'EUR', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/EUR9339'}",22,"{'name': '22', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/EUR9339
15,Paris Nord,"{'@id': 'http://irail.be/stations/NMBS/008727100', 'id': 'BE.NMBS.008727100', 'name': 'Paris Nord', 'locationX': '2.354577', 'locationY': '48.88011', 'standardname': 'Paris Nord'}",1767706380,840,0,0,0,BE.NMBS.EUR9352,"{'name': 'BE.NMBS.EUR9352', 'shortname': 'EUR 9352', 'number': '9352', 'type': 'EUR', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/EUR9352'}",23,"{'name': '23', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/EUR9352
16,Amsterdam South,"{'@id': 'http://irail.be/stations/NMBS/008400061', 'id': 'BE.NMBS.008400061', 'name': 'Amsterdam South', 'locationX': '4.871946', 'locationY': '52.338865', 'standardname': 'Amsterdam Zuid'}",1767706500,0,1,0,0,BE.NMBS.ECD9551,"{'name': 'BE.NMBS.ECD9551', 'shortname': 'ECD 9551', 'number': '9551', 'type': 'ECD', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/ECD9551'}",?,"{'name': '?', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/ECD9551
17,Poperinge,"{'@id': 'http://irail.be/stations/NMBS/008896735', 'id': 'BE.NMBS.008896735', 'name': 'Poperinge', 'locationX': '2.736343', 'locationY': '50.854449', 'standardname': 'Poperinge'}",1767706560,0,0,0,0,BE.NMBS.IC714,"{'name': 'BE.NMBS.IC714', 'shortname': 'IC 714', 'number': '714', 'type': 'IC', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/IC714'}",2,"{'name': '2', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/IC714
18,Nivelles,"{'@id': 'http://irail.be/stations/NMBS/008814209', 'id': 'BE.NMBS.008814209', 'name': 'Nivelles', 'locationX': '4.335065', 'locationY': '50.599641', 'standardname': 'Nivelles'}",1767706740,0,0,0,0,BE.NMBS.S11786,"{'name': 'BE.NMBS.S11786', 'shortname': 'S1 1786', 'number': '1786', 'type': 'S1', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/S11786'}",12,"{'name': '12', 'normal': '0'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/S11786
19,Essen,"{'@id': 'http://irail.be/stations/NMBS/008821402', 'id': 'BE.NMBS.008821402', 'name': 'Essen', 'locationX': '4.451314', 'locationY': '51.462767', 'standardname': 'Essen'}",1767706740,0,0,0,0,BE.NMBS.IC2012,"{'name': 'BE.NMBS.IC2012', 'shortname': 'IC 2012', 'number': '2012', 'type': 'IC', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/IC2012'}",22,"{'name': '22', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/IC2012
20,Puurs,"{'@id': 'http://irail.be/stations/NMBS/008822715', 'id': 'BE.NMBS.008822715', 'name': 'Puurs', 'locationX': '4.282703', 'locationY': '51.07722', 'standardname': 'Puurs'}",1767706980,540,0,0,0,BE.NMBS.S322385,"{'name': 'BE.NMBS.S322385', 'shortname': 'S32 2385', 'number': '2385', 'type': 'S32', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/S322385'}",23,"{'name': '23', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/S322385
21,Rotterdam CS,"{'@id': 'http://irail.be/stations/NMBS/008400530', 'id': 'BE.NMBS.008400530', 'name': 'Rotterdam CS', 'locationX': '4.469313', 'locationY': '51.92485', 'standardname': 'Rotterdam CS'}",1767707100,0,0,0,0,BE.NMBS.EC9243,"{'name': 'BE.NMBS.EC9243', 'shortname': 'EC 9243', 'number': '9243', 'type': 'EC', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/EC9243'}",21,"{'name': '21', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/EC9243
22,Turnhout,"{'@id': 'http://irail.be/stations/NMBS/008821907', 'id': 'BE.NMBS.008821907', 'name': 'Turnhout', 'locationX': '4.937415', 'locationY': '51.322032', 'standardname': 'Turnhout'}",1767707220,0,0,0,0,BE.NMBS.IC4235,"{'name': 'BE.NMBS.IC4235', 'shortname': 'IC 4235', 'number': '4235', 'type': 'IC', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/IC4235'}",1,"{'name': '1', 'normal': '0'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/IC4235
23,Hasselt,"{'@id': 'http://irail.be/stations/NMBS/008831005', 'id': 'BE.NMBS.008831005', 'name': 'Hasselt', 'locationX': '5.327627', 'locationY': '50.930822', 'standardname': 'Hasselt'}",1767707340,0,0,0,0,BE.NMBS.IC2614,"{'name': 'BE.NMBS.IC2614', 'shortname': 'IC 2614', 'number': '2614', 'type': 'IC', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/IC2614'}",24,"{'name': '24', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/IC2614
24,Roosendaal,"{'@id': 'http://irail.be/stations/NMBS/008400526', 'id': 'BE.NMBS.008400526', 'name': 'Roosendaal', 'locationX': '4.458692', 'locationY': '51.540834', 'standardname': 'Roosendaal'}",1767707400,120,0,0,0,BE.NMBS.S322564,"{'name': 'BE.NMBS.S322564', 'shortname': 'S32 2564', 'number': '2564', 'type': 'S32', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/S322564'}",22,"{'name': '22', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/S322564
25,De Panne,"{'@id': 'http://irail.be/stations/NMBS/008892338', 'id': 'BE.NMBS.008892338', 'name': 'De Panne', 'locationX': '2.601963', 'locationY': '51.0774', 'standardname': 'De Panne'}",1767707460,0,0,0,0,BE.NMBS.IC3014,"{'name': 'BE.NMBS.IC3014', 'shortname': 'IC 3014', 'number': '3014', 'type': 'IC', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/IC3014'}",13,"{'name': '13', 'normal': '0'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/IC3014
26,Charleroi-Central,"{'@id': 'http://irail.be/stations/NMBS/008872009', 'id': 'BE.NMBS.008872009', 'name': 'Charleroi-Central', 'locationX': '4.438567', 'locationY': '50.40471', 'standardname': 'Charleroi-Central'}",1767707640,0,0,0,0,BE.NMBS.IC4536,"{'name': 'BE.NMBS.IC4536', 'shortname': 'IC 4536', 'number': '4536', 'type': 'IC', 'locationX': '0', 'locationY': '0', '@id': 'http://irail.be/vehicle/IC4536'}",23,"{'name': '23', 'normal': '1'}","{'@id': 'http://api.irail.be/terms/unknown', 'name': 'unknown'}",http://irail.be/connections/8821006/20260106/IC4536
